First Name,Last Name,Gender,Age,Nationality,Experience Level,Club Id,Club Name
Amanda,Fisher,F,36,United States,4,9,The Weekly Wanderers
Kenneth,Moore,M,18,Netherlands,2,,
Walter,Robertson,M,36,Malaysia,2,3,Forest Footsteps Fellowship
Tiffany,Carroll,F,52,United States,3,,
Kevin,Woods,M,40,United Kingdom,1,,
Bryan,Kelly,M,36,Austria,4,,
Jeffery,Charles,M,56,Germany,3,,
Matthew,Wright,M,56,Czech Republic,1,,
Amanda,Powell,F,52,United States,1,,
James,Richards,M,65,Germany,4,7,Trek It Easy
Jessica,Collins,F,19,United States,1,10,Campfire Collective
Jocelyn,Martinez,F,23,United States,2,7,Trek It Easy
Zachary,Price,M,51,Switzerland,3,,
Richard,Parker,M,47,Sweden,1,,
Barbara,Lopez,F,62,Netherlands,5,4,Summit Seekers Society
William,Mitchell,M,60,United States,5,,
Lorraine,Smith,F,27,Austria,2,8,Elevated Souls
Shawn,Frederick,M,20,Japan,5,5,No Path Left Behind
Jeff,Galloway,M,31,United States,4,7,Trek It Easy
Dawn,Smith,F,45,Nigeria,5,,
Jessica,Strickland,F,55,United States,2,6,Hike & Seek
Eric,Stewart,M,27,United States,4,6,Hike & Seek
Jacqueline,Sanchez,F,64,United States,3,1,Trailblazers United
Ryan,Banks,M,36,Czech Republic,2,10,Campfire Collective
Erin,Kidd,F,24,United States,1,10,Campfire Collective
Joseph,Barton,M,46,United States,4,,
Morgan,Strickland,F,64,Finland,1,12,Grin and Bear It
Allen,Owens,M,28,United States,1,9,The Weekly Wanderers
Eric,Phillips,M,36,United States,2,,
Michael,Newman,M,18,Thailand,1,12,Grin and Bear It
Jorge,Moore,M,28,Japan,2,8,Elevated Souls
Diana,Lewis,F,59,United States,1,5,No Path Left Behind
Jeffrey,Cole,M,49,United States,2,5,No Path Left Behind
Alexa,Hodges,F,50,United States,4,,
Stephanie,Mitchell,F,27,Belgium,3,,
Richard,Frazier,M,57,Greece,1,,
Michael,Mitchell,M,63,Switzerland,2,4,Summit Seekers Society
Anna,Grimes,F,52,United States,2,,
Patricia,Romero,F,43,Portugal,1,,
Melissa,Pearson,F,19,United States,2,,
Sarah,Turner,F,24,United States,3,11,The Scenic Route Society
Ryan,Leblanc,M,39,Poland,5,,
Michelle,Porter,F,34,Sweden,3,,
Shannon,Williams,F,53,United States,2,,
Leah,Cruz,F,40,United States,3,,
Alicia,Gutierrez,F,55,United States,5,7,Trek It Easy
Lauren,Gonzalez,F,28,Czech Republic,5,10,Campfire Collective
Randall,Duarte,M,26,Norway,2,,
Justin,Frost,M,26,Italy,5,,
Jacob,Hess,M,60,Denmark,2,6,Hike & Seek
Colleen,Blake,F,33,United States,1,4,Summit Seekers Society
Jennifer,Patel,F,34,United States,3,,
James,Spencer,M,50,Finland,2,,
Erin,Pace,F,55,Indonesia,5,7,Trek It Easy
John,Green,M,38,Sweden,2,,
Christopher,Owens,M,48,Czech Republic,3,,
Sandra,Martinez,F,40,Belgium,5,,
Tammy,Lee,F,18,United States,2,10,Campfire Collective
Victoria,Spence,F,37,Czech Republic,1,10,Campfire Collective
Jose,Bonilla,M,23,France,3,11,The Scenic Route Society
Kyle,Cortez,M,38,United States,2,,
Jorge,Sandoval,M,48,Germany,5,3,Forest Footsteps Fellowship
Casey,James,M,54,Poland,1,,
Jeffery,Thomas,M,20,Norway,3,,
Jason,Anderson,M,39,United States,3,,
Frank,Guzman,M,63,United States,4,,
Diane,Martin,F,19,United States,1,,
Phillip,Butler,M,44,United States,1,,
Robert,Fields,M,22,Portugal,3,,
Amanda,Beard,F,41,South Korea,5,,
Sandra,Dillon,F,49,Belgium,3,,
Marvin,Garcia,M,36,United States,4,7,Trek It Easy
Krista,Smith,F,61,Czech Republic,1,9,The Weekly Wanderers
Wendy,Robbins,F,34,Spain,1,,
Shannon,Davidson,F,38,Japan,4,,
Brian,Watson,M,19,United States,5,3,Forest Footsteps Fellowship
Charles,Robinson,M,51,Belgium,3,,
Paul,Rodriguez,M,37,France,2,,
Paul,Mcintosh,M,31,Portugal,2,12,Grin and Bear It
Jonathan,Gallagher,M,42,United States,2,4,Summit Seekers Society
Pamela,Johnson,F,36,Czech Republic,1,5,No Path Left Behind
Dominique,Murray,F,29,United States,5,2,Peaks & Valleys Crew
Yvonne,Black,F,20,United States,3,,
Crystal,Watts,F,61,Mexico,3,9,The Weekly Wanderers
John,Jones,M,54,United States,5,,
Cynthia,Swanson,F,19,United States,3,,
Patrick,Richardson,M,52,United States,4,,
Amber,Myers,F,52,United States,3,11,The Scenic Route Society
Teresa,Crosby,F,48,United States,5,7,Trek It Easy
James,Summers,M,40,United States,3,,
Brandon,Oliver,M,50,United Kingdom,5,,
Denise,Raymond,F,32,United States,1,,
Kimberly,Harper,F,63,Malaysia,5,,
Nicole,Powell,F,21,United States,3,,
Amanda,Smith,F,56,Switzerland,4,,
Shane,Lindsey,M,34,Czech Republic,2,,
Julie,Schwartz,F,30,United States,2,5,No Path Left Behind
Amy,Hull,F,63,Vietnam,2,,
Katherine,Farmer,F,54,United States,3,,
Katherine,Warren,F,33,United States,2,,
Preston,Manning,M,55,United States,5,,
Michelle,Scott,F,56,Sweden,5,12,Grin and Bear It
Susan,Alexander,F,54,United States,2,4,Summit Seekers Society
Catherine,Moore,F,32,Austria,5,12,Grin and Bear It
Jennifer,Welch,F,59,United States,1,,
Kevin,Mcdonald,M,45,United States,5,,
Dylan,Miller,M,58,Belgium,5,,
Victoria,Lopez,F,32,United States,1,11,The Scenic Route Society
David,Stevens,M,56,Colombia,5,9,The Weekly Wanderers
Natalie,Callahan,F,18,Norway,1,,
Stephanie,Mason,F,26,United States,5,,
Jeffrey,Curry,M,25,United States,5,4,Summit Seekers Society
Sarah,Hogan,F,20,Vietnam,1,,
Evan,Robinson,M,64,United States,2,2,Peaks & Valleys Crew
Rebecca,Schwartz,F,56,United States,1,,
John,Allen,M,50,United States,4,,
Michael,Harvey,M,35,United States,1,,
Michael,Powell,M,65,United States,3,,
Debra,Copeland,F,43,Austria,2,,
Christopher,Dunn,M,56,Greece,2,1,Trailblazers United
Michael,Rich,M,24,Germany,3,,
Meghan,Valdez,F,48,United States,5,,
John,Jackson,M,38,United States,2,,
Kerry,Carlson,M,51,Netherlands,3,1,Trailblazers United
Scott,Kaiser,M,34,United States,1,11,The Scenic Route Society
Jordan,Russell,M,46,Kenya,3,,
Lindsay,White,F,28,Poland,2,,
Michael,Glass,M,44,Pakistan,2,,
Kristy,Bradley,F,37,United States,3,,
Julia,Norris,F,25,Colombia,1,,
Jennifer,Thompson,F,31,Norway,5,,
Kara,Fields,F,24,Spain,3,,
Mathew,Davis,M,38,United States,4,,
Shane,Spence,M,35,United States,3,11,The Scenic Route Society
Tanya,Mcbride,F,34,United States,1,,
Diane,Harris,F,49,United States,4,11,The Scenic Route Society
Melissa,Buckley,F,47,United States,5,6,Hike & Seek
Derek,Smith,M,40,United States,3,1,Trailblazers United
Heather,Mclaughlin,F,19,United States,3,,
Linda,Caldwell,F,33,Switzerland,5,,
James,Smith,M,39,United States,4,9,The Weekly Wanderers
Benjamin,Fowler,M,32,Malaysia,5,,
Calvin,Garcia,M,64,Netherlands,5,4,Summit Seekers Society
Amber,Alvarez,F,47,Germany,2,5,No Path Left Behind
Martin,Gonzales,M,62,Belgium,5,,
Tiffany,Taylor,F,50,Poland,5,5,No Path Left Behind
Heather,Mcguire,F,30,United States,4,12,Grin and Bear It
Amber,Webb,F,57,France,5,,
Clayton,Martin,M,32,Sweden,4,,
Margaret,Blackwell,F,33,United States,1,9,The Weekly Wanderers
Linda,Ibarra,F,57,United States,1,,
Shelby,Kim,F,50,Czech Republic,1,,
Gregory,Davies,M,42,United States,5,,
Kimberly,Ferrell,F,61,Portugal,1,5,No Path Left Behind
Ralph,Morris,M,35,United States,4,,
Jeremy,Patterson,M,63,United States,5,,
Donna,Nielsen,F,31,United States,1,6,Hike & Seek
Steven,Goodman,M,33,United States,3,12,Grin and Bear It
Brianna,Harrington,F,19,Spain,1,3,Forest Footsteps Fellowship
Joshua,Nguyen,M,50,United States,3,,
Matthew,Anderson,M,56,United States,2,5,No Path Left Behind
Brooke,Smith,F,59,Norway,2,5,No Path Left Behind
Brad,Andrews,M,44,United States,4,1,Trailblazers United
Julie,Walker,F,62,United States,5,10,Campfire Collective
Arthur,Robbins,M,59,Denmark,3,,
Cody,Davis,M,65,United States,3,5,No Path Left Behind
Tina,Becker,F,34,United States,2,,
Rita,Lopez,F,48,Czech Republic,4,8,Elevated Souls
Cynthia,Fisher,F,61,United States,5,10,Campfire Collective
Michael,Martin,M,63,United States,1,,
Lauren,Mcdaniel,F,64,Spain,4,1,Trailblazers United
Diana,Wiley,F,28,United States,4,,
Kristen,Tran,F,21,United States,5,,
Shannon,Case,F,24,United States,3,1,Trailblazers United
Brandi,Sanchez,F,63,United States,3,6,Hike & Seek
David,Brown,M,37,Indonesia,2,,
Richard,Moore,M,51,United States,4,11,The Scenic Route Society
Jody,Campbell,F,48,Austria,5,,
Justin,Duran,M,29,Austria,2,10,Campfire Collective
Lisa,Rice,F,27,United States,3,,
Michelle,Monroe,F,43,Spain,3,,
Travis,Hansen,M,32,United States,1,6,Hike & Seek
Pamela,Martin,F,47,United States,4,,
Adam,Edwards,M,19,Switzerland,2,,
Michael,Robbins,M,54,Austria,1,,
Michael,Castillo,M,29,Belgium,4,,
Jennifer,Williams,F,54,United States,5,,
Jeanne,Zhang,F,56,China,5,9,The Weekly Wanderers
Stephanie,Graham,F,18,United States,3,,
Jonathan,Williams,M,54,Italy,2,8,Elevated Souls
Andrea,Logan,F,24,Austria,2,,
Diane,Bailey,F,35,Czech Republic,2,,
Crystal,Mcfarland,F,38,United States,3,,
Susan,Dalton,F,45,Malaysia,4,,
John,Daniels,M,39,Belgium,3,5,No Path Left Behind
James,Cisneros,M,40,United States,1,6,Hike & Seek
Amy,Acosta,F,56,Norway,3,3,Forest Footsteps Fellowship
Robert,Johnson,M,48,United States,1,,
Aaron,Martin,M,44,United States,1,1,Trailblazers United
Tabitha,Valdez,F,52,United States,4,5,No Path Left Behind
Sarah,Blankenship,F,32,United States,5,8,Elevated Souls
Meghan,Allen,F,52,Thailand,4,,
Jennifer,Roy,F,61,United States,4,,
Lisa,Gomez,F,41,United States,3,7,Trek It Easy
Gina,Rogers,F,58,Netherlands,2,3,Forest Footsteps Fellowship
Danielle,Fisher,F,44,United States,4,5,No Path Left Behind
Cheryl,Larsen,F,37,Poland,2,,
Brian,Russo,M,20,Indonesia,1,6,Hike & Seek
Sherry,Knight,F,39,United States,3,,
Sharon,Lee,F,53,United States,2,,
Jessica,Colon,F,49,United States,2,10,Campfire Collective
Melissa,Weaver,F,47,United States,4,,
Linda,Burns,F,28,Norway,2,6,Hike & Seek
Kimberly,Howell,F,25,United States,1,6,Hike & Seek
Jennifer,Harrington,F,44,Sweden,2,1,Trailblazers United
Julie,Carson,F,34,France,1,,
David,Gonzalez,M,21,Switzerland,4,,
Carrie,Barrera,F,57,France,5,2,Peaks & Valleys Crew
Garrett,Clark,M,19,United States,1,6,Hike & Seek
Zachary,Gomez,M,26,Germany,1,2,Peaks & Valleys Crew
Matthew,Mora,M,23,United States,2,8,Elevated Souls
Martin,Cannon,M,25,United States,2,1,Trailblazers United
Carolyn,Farley,F,42,United States,1,,
Jasmine,Smith,F,33,United States,3,,
Chad,Lopez,M,37,United States,2,7,Trek It Easy
Patrick,Rivera,M,27,Italy,2,11,The Scenic Route Society
Michael,Booth,M,47,Finland,4,,
Joseph,Walker,M,50,Austria,2,6,Hike & Seek
Susan,Houston,F,41,United States,3,11,The Scenic Route Society
Laura,Hunt,F,65,Belgium,3,,
Jennifer,James,F,46,United States,1,9,The Weekly Wanderers
Kendra,Yates,F,41,United Kingdom,1,1,Trailblazers United
Jacob,Jordan,M,40,United States,5,,
Alexander,Rivera,M,41,Norway,1,,
Amy,Cook,F,49,Spain,3,,
Courtney,Fuller,F,64,United States,1,3,Forest Footsteps Fellowship
Lisa,Berg,F,39,Kenya,4,9,The Weekly Wanderers
Felicia,Schmidt,F,63,China,4,12,Grin and Bear It
Jonathan,Miller,M,22,Switzerland,2,10,Campfire Collective
Paul,Santana,M,35,United States,5,3,Forest Footsteps Fellowship
Raymond,Farmer,M,65,United States,3,,
Luis,Perez,M,43,United States,4,,
Heather,Harvey,F,45,Spain,1,5,No Path Left Behind
Shannon,Herman,F,50,United States,1,,
Deborah,Mcdonald,F,60,United States,1,12,Grin and Bear It
Andrea,Alvarez,F,56,United States,5,2,Peaks & Valleys Crew
Kevin,Cantrell,M,48,United States,4,,
David,Mathews,M,42,Austria,1,8,Elevated Souls
Dalton,Johnson,M,23,United States,1,5,No Path Left Behind
Eric,Wright,M,36,Denmark,1,1,Trailblazers United
Nathaniel,Miller,M,52,United Kingdom,3,12,Grin and Bear It
Patricia,Johnson,F,49,Greece,1,6,Hike & Seek
Jillian,Wright,F,60,France,1,,
Matthew,Clark,M,51,United States,1,,
Nicholas,Wilson,M,42,Germany,3,,
Stacy,Richardson,F,61,Greece,1,,
Randy,Hartman,M,44,United States,1,7,Trek It Easy
Benjamin,Neal,M,63,Greece,4,7,Trek It Easy
Jose,Walker,M,46,Poland,1,12,Grin and Bear It
Megan,Cooper,F,24,Pakistan,5,9,The Weekly Wanderers
Michael,Drake,M,46,Sweden,2,8,Elevated Souls
Noah,Cuevas,M,48,United States,4,,
Jeremy,Howard,M,40,United States,2,4,Summit Seekers Society
Michael,Calderon,M,54,Czech Republic,4,,
Shannon,Burke,F,35,France,4,2,Peaks & Valleys Crew
Kathleen,Harrison,F,54,United States,3,9,The Weekly Wanderers
Susan,Brown,F,19,United States,1,1,Trailblazers United
Colin,Jensen,M,32,France,5,,
Andrew,Hoover,M,18,United States,1,,
Kayla,Walls,F,51,Ireland,1,,
Katherine,Powers,F,57,United States,1,11,The Scenic Route Society
Cindy,Jones,F,28,United States,1,,
Sean,Flowers,M,19,Finland,1,12,Grin and Bear It
Antonio,Davis,M,49,United States,4,12,Grin and Bear It
Ronald,Wilson,M,45,Vietnam,3,3,Forest Footsteps Fellowship
Brian,Simon,M,35,Italy,1,1,Trailblazers United
Brooke,Walker,F,38,Denmark,1,3,Forest Footsteps Fellowship
Richard,Boyer,M,37,United States,3,,
Jonathan,Phelps,M,27,Denmark,2,8,Elevated Souls
Dana,Allen,F,54,Vietnam,4,,
Mark,Garrett,M,24,United States,2,10,Campfire Collective
Stephen,Ramirez,M,52,Norway,3,,
Ronald,Meyer,M,18,United States,5,,
Kaitlyn,Rodriguez,F,33,United States,1,,
Michael,Pacheco,M,48,Greece,1,7,Trek It Easy
Amber,Rodriguez,F,35,France,4,12,Grin and Bear It
Tyrone,Cooper,M,52,United States,5,,
Jennifer,Murray,F,29,United States,5,,
Peter,Richards,M,35,Poland,1,6,Hike & Seek
Zachary,Hart,M,30,United States,2,,
Beth,Nash,F,37,United States,4,1,Trailblazers United
Sue,Lambert,F,63,United States,5,,
Katherine,Sanchez,F,26,Philippines,5,11,The Scenic Route Society
Mitchell,Charles,M,49,United States,3,,
Lisa,Roberts,F,28,Sweden,5,9,The Weekly Wanderers
Cindy,Morales,F,26,Belgium,3,9,The Weekly Wanderers
Angela,Hicks,F,35,United States,2,,
James,Hart,M,34,Czech Republic,2,2,Peaks & Valleys Crew
Casey,Jackson,M,26,United States,3,7,Trek It Easy
Christie,Gonzalez,F,20,Kenya,1,4,Summit Seekers Society
Daniel,Becker,M,57,Argentina,4,12,Grin and Bear It
Emily,Stevenson,F,27,United States,2,8,Elevated Souls
Javier,Harris,M,48,Finland,1,,
Cheryl,Allen,F,65,Mexico,1,,
Kenneth,Davis,M,39,Greece,1,6,Hike & Seek
Dylan,White,M,29,United States,4,8,Elevated Souls
Robert,Cummings,M,28,Denmark,5,6,Hike & Seek
James,Edwards,M,20,Finland,1,10,Campfire Collective
Sheila,Jackson,F,26,Netherlands,5,,
Elizabeth,Taylor,F,53,United States,5,,
Alexander,Smith,M,50,United States,1,10,Campfire Collective
Jacob,Yang,M,47,Belgium,4,,
Noah,Young,M,43,United States,2,10,Campfire Collective
Brenda,Harrell,F,21,India,2,,
Edwin,Henderson,M,35,United States,1,10,Campfire Collective
Timothy,Lee,M,60,United States,1,,
Sharon,Kelly,F,53,United States,2,6,Hike & Seek
Jacqueline,Hill,F,44,United States,5,7,Trek It Easy
Elizabeth,Rojas,F,33,United States,4,12,Grin and Bear It
Joy,Tanner,F,18,United States,3,,
Kimberly,Roman,F,29,United States,4,11,The Scenic Route Society
Joshua,Bowers,M,34,United States,5,,
Matthew,Rodgers,M,22,Italy,4,10,Campfire Collective
Christian,Dennis,M,62,United States,1,,
Joseph,Alvarez,M,35,Denmark,1,5,No Path Left Behind
Christie,Richardson,F,22,United States,4,6,Hike & Seek
Carly,Johnson,F,27,United States,2,,
Alejandro,Gonzales,M,53,United States,4,,
Meghan,Wolfe,F,37,United States,1,3,Forest Footsteps Fellowship
Jeffrey,West,M,34,Czech Republic,1,10,Campfire Collective
Carrie,Soto,F,21,Japan,3,12,Grin and Bear It
Mary,Smith,F,26,United States,5,,
Michael,Johnson,M,22,United States,3,4,Summit Seekers Society
Andrea,Watson,F,39,United States,4,6,Hike & Seek
Kenneth,Love,M,46,United States,4,,
Jodi,Galloway,F,52,United States,2,,
Meghan,Johnson,F,18,Germany,1,,
Kristen,Myers,F,42,United States,2,,
Ian,Rice,M,40,United States,4,,
Mike,Juarez,M,29,United States,1,4,Summit Seekers Society
Brandon,Baker,M,22,United States,5,1,Trailblazers United
Anthony,Klein,M,34,India,3,10,Campfire Collective
Mark,Reid,M,57,United States,1,8,Elevated Souls
Carl,Cooper,M,57,United States,3,,
Linda,Goodwin,F,31,Ireland,4,11,The Scenic Route Society
Thomas,Arias,M,55,United States,1,12,Grin and Bear It
Jacob,Keller,M,47,Greece,1,,
Jamie,Sweeney,F,27,United States,2,1,Trailblazers United
Jennifer,Knight,F,65,United States,5,,
David,Long,M,52,Norway,2,12,Grin and Bear It
Clinton,Davis,M,47,Portugal,3,4,Summit Seekers Society
Alexis,Hill,F,20,United States,3,,
William,Gonzalez,M,18,Kenya,4,,
Johnny,Holt,M,64,United States,4,,
Christopher,Lopez,M,23,Belgium,1,,
Sean,Silva,M,19,United States,2,3,Forest Footsteps Fellowship
Todd,Green,M,56,Sweden,2,5,No Path Left Behind
Jeffrey,Clarke,M,65,United States,4,,
Erik,Cook,M,42,Japan,1,3,Forest Footsteps Fellowship
Ryan,Trujillo,M,34,United States,5,,
Amanda,Zavala,F,37,United States,5,,
Carl,Doyle,M,18,United States,5,7,Trek It Easy
Mary,Barnes,F,54,United States,3,2,Peaks & Valleys Crew
James,Dean,M,40,France,4,11,The Scenic Route Society
Edward,Valdez,M,19,United States,3,,
Robert,Williams,M,28,United States,3,12,Grin and Bear It
Chloe,Gill,F,39,United States,5,,
Kiara,May,F,53,United States,5,2,Peaks & Valleys Crew
Erin,Wilson,F,48,Austria,1,7,Trek It Easy
Scott,Vargas,M,63,Thailand,1,,
Renee,Moore,F,36,Portugal,5,,
Troy,Young,M,60,Portugal,2,,
Theresa,Galvan,F,55,Portugal,5,5,No Path Left Behind
James,Rogers,M,46,United States,2,8,Elevated Souls
Stephanie,Sims,F,34,Mexico,4,3,Forest Footsteps Fellowship
Randall,Boyd,M,40,United States,5,4,Summit Seekers Society
Eric,Alexander,M,24,Italy,3,,
Karen,Herrera,F,65,United States,1,9,The Weekly Wanderers
Elizabeth,Arellano,F,63,United States,5,,
Jennifer,Cameron,F,60,United States,5,,
Tina,Nolan,F,58,Netherlands,1,1,Trailblazers United
Debbie,Jones,F,19,Greece,4,,
Jodi,George,F,24,United States,1,,
Mark,Mitchell,M,40,United States,5,12,Grin and Bear It
Andrew,Wolfe,M,53,United Kingdom,5,,
Kyle,Perez,M,23,Norway,5,,
Aaron,Meadows,M,65,United States,5,,
Jeffrey,Pham,M,28,United States,1,,
Noah,Powell,M,53,Netherlands,3,,
Brian,Brandt,M,32,United States,4,,
Morgan,Smith,F,37,Turkey,1,,
Clinton,Patterson,M,61,United States,4,9,The Weekly Wanderers
Chris,Bradley,M,62,Netherlands,1,,
Ann,Brandt,F,60,United States,4,,
Brett,Marshall,M,27,Denmark,5,,
Patricia,Serrano,F,19,Finland,5,,
Rachel,Snyder,F,39,United States,1,12,Grin and Bear It
Heather,Perez,F,62,United States,1,11,The Scenic Route Society
Micheal,Chang,M,50,United States,5,8,Elevated Souls
James,Johnson,M,23,Sweden,2,6,Hike & Seek
Gregory,Santos,M,34,France,3,,
Timothy,Richard,M,60,Poland,1,,
Jennifer,Moore,F,32,Belgium,1,4,Summit Seekers Society
Michael,Miranda,M,20,Ireland,4,,
Adam,Robbins,M,19,Austria,1,,
Michael,Rivera,M,48,Portugal,3,9,The Weekly Wanderers
Samuel,Baker,M,34,United States,2,,
Jesse,Wheeler,M,52,Brazil,3,,
David,Ayers,M,45,Sweden,4,,
Courtney,Lozano,F,28,United States,2,,
Travis,Brown,M,33,Poland,5,,
Denise,Simpson,F,51,Portugal,4,,
Thomas,Walton,M,55,Portugal,2,10,Campfire Collective
Katelyn,Mullins,F,60,United States,1,10,Campfire Collective
Kelsey,Hamilton,F,43,United States,3,6,Hike & Seek
Jordan,Woodward,F,44,Germany,3,7,Trek It Easy
Kathryn,Gutierrez,F,38,United States,2,,
Sean,Knight,M,59,United States,3,10,Campfire Collective
Larry,Clark,M,57,United States,3,,
Robert,Smith,M,49,United States,4,2,Peaks & Valleys Crew
Larry,Moore,M,44,Finland,4,,
Tanya,Rogers,F,53,Brazil,2,,
Amanda,Anderson,F,27,Italy,5,,
Kelly,Walsh,F,62,United States,2,4,Summit Seekers Society
Nicholas,Walker,M,35,United States,5,9,The Weekly Wanderers
Stephanie,Lara,F,30,United States,3,11,The Scenic Route Society
Alejandro,Nichols,M,49,Czech Republic,3,7,Trek It Easy
Brett,Parks,M,58,Sweden,5,7,Trek It Easy
Yolanda,James,F,23,Switzerland,2,12,Grin and Bear It
Kenneth,Brown,M,64,United States,1,9,The Weekly Wanderers
Scott,Franklin,M,59,Italy,5,8,Elevated Souls
Susan,Davis,F,65,United States,1,,
Christopher,Butler,M,50,United Kingdom,4,6,Hike & Seek
Matthew,Stephenson,M,36,Egypt,5,,
Mark,Williams,M,28,Switzerland,5,9,The Weekly Wanderers
Laura,Bryant,F,29,Ireland,3,,
James,Bailey,M,30,United States,3,,
Jeffrey,Lee,M,30,United States,3,9,The Weekly Wanderers
Scott,Bridges,M,25,United States,2,,
Jennifer,Sanders,F,28,Portugal,1,,
Tammy,Lee,F,33,Colombia,2,8,Elevated Souls
Craig,Morales,M,34,United States,5,,
Savannah,Brennan,F,55,Greece,5,1,Trailblazers United
Jay,Knight,M,24,United States,1,8,Elevated Souls
Willie,Harding,M,29,Greece,4,11,The Scenic Route Society
Crystal,Burgess,F,64,Belgium,2,,
Hector,Norman,M,29,United States,5,1,Trailblazers United
Megan,Graham,F,34,United States,1,,
Eddie,Hunt,M,31,Czech Republic,1,,
Stacey,Bowman,F,38,United States,3,10,Campfire Collective
Ross,Duncan,M,32,Poland,5,2,Peaks & Valleys Crew
Lori,Jarvis,F,54,United States,1,,
Anna,Smith,F,46,United States,2,11,The Scenic Route Society
Douglas,Bennett,M,42,Argentina,2,12,Grin and Bear It
Katrina,Jones,F,25,United States,5,10,Campfire Collective
Alexandra,Wells,F,64,Germany,4,3,Forest Footsteps Fellowship
Peter,Hale,M,42,Belgium,5,,
Nicholas,Sutton,M,23,Denmark,3,,
Danielle,Norton,F,51,United States,1,5,No Path Left Behind
Mitchell,Flores,M,56,United States,5,,
Patricia,Green,F,49,United States,5,,
Nathaniel,Riley,M,65,Austria,2,,
Melinda,Clark,F,53,France,3,7,Trek It Easy
Samantha,Thomas,F,63,Switzerland,3,,
Heather,Barnes,F,61,Poland,1,,
Melissa,Lawson,F,24,Belgium,4,,
Brittany,Simmons,F,28,Indonesia,3,,
Meredith,Franklin,F,48,Switzerland,1,6,Hike & Seek
Nancy,Sanchez,F,45,United States,3,3,Forest Footsteps Fellowship
Jessica,Lewis,F,54,United States,1,,
John,Williamson,M,32,Ireland,3,,
Sharon,Harris,F,44,Thailand,4,8,Elevated Souls
Cindy,Roth,F,64,Norway,5,5,No Path Left Behind
Adam,Zimmerman,M,20,United States,4,,
Laura,Green,F,65,United States,1,,
Sean,Perez,M,47,United States,5,3,Forest Footsteps Fellowship
Cynthia,Le,F,19,Greece,4,8,Elevated Souls
